# CD-14 mock instrument dump fixture: indices, top NSE stocks, one NFO expiry ladder (frozen, deterministic tokens)
instrument_token,exchange,tradingsymbol,name,instrument_type,segment,expiry,strike,lot_size,tick_size
500730,NFO,NIFTY2661627100CE,NIFTY,CE,NFO-OPT,2026-06-16,27100,75,0.05
500731,NFO,NIFTY2661627100PE,NIFTY,PE,NFO-OPT,2026-06-16,27100,75,0.05
500732,NFO,NIFTY2661627125CE,NIFTY,CE,NFO-OPT,2026-06-16,27125,75,0.05
500733,NFO,NIFTY2661627125PE,NIFTY,PE,NFO-OPT,2026-06-16,27125,75,0.05
500734,NFO,NIFTY2661627150CE,NIFTY,CE,NFO-OPT,2026-06-16,27150,75,0.05
500735,NFO,NIFTY2661627150PE,NIFTY,PE,NFO-OPT,2026-06-16,27150,75,0.05
500736,NFO,NIFTY2661627175CE,NIFTY,CE,NFO-OPT,2026-06-16,27175,75,0.05
500737,NFO,NIFTY2661627175PE,NIFTY,PE,NFO-OPT,2026-06-16,27175,75,0.05
500738,NFO,NIFTY2661627200CE,NIFTY,CE,NFO-OPT,2026-06-16,27200,75,0.05
500739,NFO,NIFTY2661627200PE,NIFTY,PE,NFO-OPT,2026-06-16,27200,75,0.05
500740,NFO,NIFTY2661627225CE,NIFTY,CE,NFO-OPT,2026-06-16,27225,75,0.05
500741,NFO,NIFTY2661627225PE,NIFTY,PE,NFO-OPT,2026-06-16,27225,75,0.05
500742,NFO,NIFTY2661627250CE,NIFTY,CE,NFO-OPT,2026-06-16,27250,75,0.05
500743,NFO,NIFTY2661627250PE,NIFTY,PE,NFO-OPT,2026-06-16,27250,75,0.05
500744,NFO,NIFTY2661627275CE,NIFTY,CE,NFO-OPT,2026-06-16,27275,75,0.05
500745,NFO,NIFTY2661627275PE,NIFTY,PE,NFO-OPT,2026-06-16,27275,75,0.05
500746,NFO,NIFTY2661627300CE,NIFTY,CE,NFO-OPT,2026-06-16,27300,75,0.05
500747,NFO,NIFTY2661627300PE,NIFTY,PE,NFO-OPT,2026-06-16,27300,75,0.05
500748,NFO,NIFTY2661627325CE,NIFTY,CE,NFO-OPT,2026-06-16,27325,75,0.05
500749,NFO,NIFTY2661627325PE,NIFTY,PE,NFO-OPT,2026-06-16,27325,75,0.05
500750,NFO,NIFTY2661627350CE,NIFTY,CE,NFO-OPT,2026-06-16,27350,75,0.05
500751,NFO,NIFTY2661627350PE,NIFTY,PE,NFO-OPT,2026-06-16,27350,75,0.05
500752,NFO,NIFTY2661627375CE,NIFTY,CE,NFO-OPT,2026-06-16,27375,75,0.05
500753,NFO,NIFTY2661627375PE,NIFTY,PE,NFO-OPT,2026-06-16,27375,75,0.05
500754,NFO,NIFTY2661627400CE,NIFTY,CE,NFO-OPT,2026-06-16,27400,75,0.05
500755,NFO,NIFTY2661627400PE,NIFTY,PE,NFO-OPT,2026-06-16,27400,75,0.05
500756,NFO,NIFTY2661627425CE,NIFTY,CE,NFO-OPT,2026-06-16,27425,75,0.05
500757,NFO,NIFTY2661627425PE,NIFTY,PE,NFO-OPT,2026-06-16,27425,75,0.05
500758,NFO,NIFTY2661627450CE,NIFTY,CE,NFO-OPT,2026-06-16,27450,75,0.05
500759,NFO,NIFTY2661627450PE,NIFTY,PE,NFO-OPT,2026-06-16,27450,75,0.05
500760,NFO,NIFTY2661627475CE,NIFTY,CE,NFO-OPT,2026-06-16,27475,75,0.05
500761,NFO,NIFTY2661627475PE,NIFTY,PE,NFO-OPT,2026-06-16,27475,75,0.05
500762,NFO,NIFTY2661627500CE,NIFTY,CE,NFO-OPT,2026-06-16,27500,75,0.05
500763,NFO,NIFTY2661627500PE,NIFTY,PE,NFO-OPT,2026-06-16,27500,75,0.05
500764,NFO,NIFTY2661627525CE,NIFTY,CE,NFO-OPT,2026-06-16,27525,75,0.05
500765,NFO,NIFTY2661627525PE,NIFTY,PE,NFO-OPT,2026-06-16,27525,75,0.05
500766,NFO,NIFTY2661627550CE,NIFTY,CE,NFO-OPT,2026-06-16,27550,75,0.05
500767,NFO,NIFTY2661627550PE,NIFTY,PE,NFO-OPT,2026-06-16,27550,75,0.05
500768,NFO,NIFTY2661627575CE,NIFTY,CE,NFO-OPT,2026-06-16,27575,75,0.05
500769,NFO,NIFTY2661627575PE,NIFTY,PE,NFO-OPT,2026-06-16,27575,75,0.05
500770,NFO,NIFTY2661627600CE,NIFTY,CE,NFO-OPT,2026-06-16,27600,75,0.05
500771,NFO,NIFTY2661627600PE,NIFTY,PE,NFO-OPT,2026-06-16,27600,75,0.05
500772,NFO,NIFTY2661627625CE,NIFTY,CE,NFO-OPT,2026-06-16,27625,75,0.05
500773,NFO,NIFTY2661627625PE,NIFTY,PE,NFO-OPT,2026-06-16,27625,75,0.05
500774,NFO,NIFTY2661627650CE,NIFTY,CE,NFO-OPT,2026-06-16,27650,75,0.05
500775,NFO,NIFTY2661627650PE,NIFTY,PE,NFO-OPT,2026-06-16,27650,75,0.05
500776,NFO,NIFTY2661627675CE,NIFTY,CE,NFO-OPT,2026-06-16,27675,75,0.05
500777,NFO,NIFTY2661627675PE,NIFTY,PE,NFO-OPT,2026-06-16,27675,75,0.05
500778,NFO,NIFTY2661627700CE,NIFTY,CE,NFO-OPT,2026-06-16,27700,75,0.05
500779,NFO,NIFTY2661627700PE,NIFTY,PE,NFO-OPT,2026-06-16,27700,75,0.05
500780,NFO,NIFTY2661627725CE,NIFTY,CE,NFO-OPT,2026-06-16,27725,75,0.05
500781,NFO,NIFTY2661627725PE,NIFTY,PE,NFO-OPT,2026-06-16,27725,75,0.05
500782,NFO,NIFTY2661627750CE,NIFTY,CE,NFO-OPT,2026-06-16,27750,75,0.05
500783,NFO,NIFTY2661627750PE,NIFTY,PE,NFO-OPT,2026-06-16,27750,75,0.05
500784,NFO,NIFTY2661627775CE,NIFTY,CE,NFO-OPT,2026-06-16,27775,75,0.05
500785,NFO,NIFTY2661627775PE,NIFTY,PE,NFO-OPT,2026-06-16,27775,75,0.05
500786,NFO,NIFTY2661627800CE,NIFTY,CE,NFO-OPT,2026-06-16,27800,75,0.05
500787,NFO,NIFTY2661627800PE,NIFTY,PE,NFO-OPT,2026-06-16,27800,75,0.05
500788,NFO,NIFTY2661627825CE,NIFTY,CE,NFO-OPT,2026-06-16,27825,75,0.05
500789,NFO,NIFTY2661627825PE,NIFTY,PE,NFO-OPT,2026-06-16,27825,75,0.05
500790,NFO,NIFTY2661627850CE,NIFTY,CE,NFO-OPT,2026-06-16,27850,75,0.05
500791,NFO,NIFTY2661627850PE,NIFTY,PE,NFO-OPT,2026-06-16,27850,75,0.05
500792,NFO,NIFTY2661627875CE,NIFTY,CE,NFO-OPT,2026-06-16,27875,75,0.05
500793,NFO,NIFTY2661627875PE,NIFTY,PE,NFO-OPT,2026-06-16,27875,75,0.05
500794,NFO,NIFTY2661627900CE,NIFTY,CE,NFO-OPT,2026-06-16,27900,75,0.05
500795,NFO,NIFTY2661627900PE,NIFTY,PE,NFO-OPT,2026-06-16,27900,75,0.05
500796,NFO,NIFTY2661627925CE,NIFTY,CE,NFO-OPT,2026-06-16,27925,75,0.05
500797,NFO,NIFTY2661627925PE,NIFTY,PE,NFO-OPT,2026-06-16,27925,75,0.05
500798,NFO,NIFTY2661627950CE,NIFTY,CE,NFO-OPT,2026-06-16,27950,75,0.05
500799,NFO,NIFTY2661627950PE,NIFTY,PE,NFO-OPT,2026-06-16,27950,75,0.05
500800,NFO,NIFTY2661627975CE,NIFTY,CE,NFO-OPT,2026-06-16,27975,75,0.05
500801,NFO,NIFTY2661627975PE,NIFTY,PE,NFO-OPT,2026-06-16,27975,75,0.05
500802,NFO,NIFTY2661628000CE,NIFTY,CE,NFO-OPT,2026-06-16,28000,75,0.05
500803,NFO,NIFTY2661628000PE,NIFTY,PE,NFO-OPT,2026-06-16,28000,75,0.05
500804,NFO,NIFTY2661628025CE,NIFTY,CE,NFO-OPT,2026-06-16,28025,75,0.05
500805,NFO,NIFTY2661628025PE,NIFTY,PE,NFO-OPT,2026-06-16,28025,75,0.05
500806,NFO,NIFTY2661628050CE,NIFTY,CE,NFO-OPT,2026-06-16,28050,75,0.05
500807,NFO,NIFTY2661628050PE,NIFTY,PE,NFO-OPT,2026-06-16,28050,75,0.05
500808,NFO,NIFTY2661628075CE,NIFTY,CE,NFO-OPT,2026-06-16,28075,75,0.05
500809,NFO,NIFTY2661628075PE,NIFTY,PE,NFO-OPT,2026-06-16,28075,75,0.05
500810,NFO,NIFTY2661628100CE,NIFTY,CE,NFO-OPT,2026-06-16,28100,75,0.05
500811,NFO,NIFTY2661628100PE,NIFTY,PE,NFO-OPT,2026-06-16,28100,75,0.05
500812,NFO,NIFTY2661628125CE,NIFTY,CE,NFO-OPT,2026-06-16,28125,75,0.05
500813,NFO,NIFTY2661628125PE,NIFTY,PE,NFO-OPT,2026-06-16,28125,75,0.05
500814,NFO,NIFTY2661628150CE,NIFTY,CE,NFO-OPT,2026-06-16,28150,75,0.05
500815,NFO,NIFTY2661628150PE,NIFTY,PE,NFO-OPT,2026-06-16,28150,75,0.05
500816,NFO,NIFTY2661628175CE,NIFTY,CE,NFO-OPT,2026-06-16,28175,75,0.05
500817,NFO,NIFTY2661628175PE,NIFTY,PE,NFO-OPT,2026-06-16,28175,75,0.05
500818,NFO,NIFTY2661628200CE,NIFTY,CE,NFO-OPT,2026-06-16,28200,75,0.05
500819,NFO,NIFTY2661628200PE,NIFTY,PE,NFO-OPT,2026-06-16,28200,75,0.05
500820,NFO,NIFTY2661628225CE,NIFTY,CE,NFO-OPT,2026-06-16,28225,75,0.05
500821,NFO,NIFTY2661628225PE,NIFTY,PE,NFO-OPT,2026-06-16,28225,75,0.05
500822,NFO,NIFTY2661628250CE,NIFTY,CE,NFO-OPT,2026-06-16,28250,75,0.05
500823,NFO,NIFTY2661628250PE,NIFTY,PE,NFO-OPT,2026-06-16,28250,75,0.05
500824,NFO,NIFTY2661628275CE,NIFTY,CE,NFO-OPT,2026-06-16,28275,75,0.05
500825,NFO,NIFTY2661628275PE,NIFTY,PE,NFO-OPT,2026-06-16,28275,75,0.05
500826,NFO,NIFTY2661628300CE,NIFTY,CE,NFO-OPT,2026-06-16,28300,75,0.05
500827,NFO,NIFTY2661628300PE,NIFTY,PE,NFO-OPT,2026-06-16,28300,75,0.05
500828,NFO,NIFTY2661628325CE,NIFTY,CE,NFO-OPT,2026-06-16,28325,75,0.05
500829,NFO,NIFTY2661628325PE,NIFTY,PE,NFO-OPT,2026-06-16,28325,75,0.05
500830,NFO,NIFTY2661628350CE,NIFTY,CE,NFO-OPT,2026-06-16,28350,75,0.05
500831,NFO,NIFTY2661628350PE,NIFTY,PE,NFO-OPT,2026-06-16,28350,75,0.05
500832,NFO,NIFTY2661628375CE,NIFTY,CE,NFO-OPT,2026-06-16,28375,75,0.05
500833,NFO,NIFTY2661628375PE,NIFTY,PE,NFO-OPT,2026-06-16,28375,75,0.05
500834,NFO,NIFTY2661628400CE,NIFTY,CE,NFO-OPT,2026-06-16,28400,75,0.05
500835,NFO,NIFTY2661628400PE,NIFTY,PE,NFO-OPT,2026-06-16,28400,75,0.05
500836,NFO,NIFTY2661628425CE,NIFTY,CE,NFO-OPT,2026-06-16,28425,75,0.05
500837,NFO,NIFTY2661628425PE,NIFTY,PE,NFO-OPT,2026-06-16,28425,75,0.05
500838,NFO,NIFTY2661628450CE,NIFTY,CE,NFO-OPT,2026-06-16,28450,75,0.05
500839,NFO,NIFTY2661628450PE,NIFTY,PE,NFO-OPT,2026-06-16,28450,75,0.05
500840,NFO,NIFTY2661628475CE,NIFTY,CE,NFO-OPT,2026-06-16,28475,75,0.05
500841,NFO,NIFTY2661628475PE,NIFTY,PE,NFO-OPT,2026-06-16,28475,75,0.05
500842,NFO,NIFTY2661628500CE,NIFTY,CE,NFO-OPT,2026-06-16,28500,75,0.05
500843,NFO,NIFTY2661628500PE,NIFTY,PE,NFO-OPT,2026-06-16,28500,75,0.05
500844,NFO,NIFTY2661628525CE,NIFTY,CE,NFO-OPT,2026-06-16,28525,75,0.05
500845,NFO,NIFTY2661628525PE,NIFTY,PE,NFO-OPT,2026-06-16,28525,75,0.05
500846,NFO,NIFTY2661628550CE,NIFTY,CE,NFO-OPT,2026-06-16,28550,75,0.05
500847,NFO,NIFTY2661628550PE,NIFTY,PE,NFO-OPT,2026-06-16,28550,75,0.05
500848,NFO,NIFTY2661628575CE,NIFTY,CE,NFO-OPT,2026-06-16,28575,75,0.05
500849,NFO,NIFTY2661628575PE,NIFTY,PE,NFO-OPT,2026-06-16,28575,75,0.05
500850,NFO,NIFTY2661628600CE,NIFTY,CE,NFO-OPT,2026-06-16,28600,75,0.05
500851,NFO,NIFTY2661628600PE,NIFTY,PE,NFO-OPT,2026-06-16,28600,75,0.05
500852,NFO,NIFTY2661628625CE,NIFTY,CE,NFO-OPT,2026-06-16,28625,75,0.05
500853,NFO,NIFTY2661628625PE,NIFTY,PE,NFO-OPT,2026-06-16,28625,75,0.05
500854,NFO,NIFTY2661628650CE,NIFTY,CE,NFO-OPT,2026-06-16,28650,75,0.05
500855,NFO,NIFTY2661628650PE,NIFTY,PE,NFO-OPT,2026-06-16,28650,75,0.05
500856,NFO,NIFTY2661628675CE,NIFTY,CE,NFO-OPT,2026-06-16,28675,75,0.05
500857,NFO,NIFTY2661628675PE,NIFTY,PE,NFO-OPT,2026-06-16,28675,75,0.05
500858,NFO,NIFTY2661628700CE,NIFTY,CE,NFO-OPT,2026-06-16,28700,75,0.05
500859,NFO,NIFTY2661628700PE,NIFTY,PE,NFO-OPT,2026-06-16,28700,75,0.05
500860,NFO,NIFTY2661628725CE,NIFTY,CE,NFO-OPT,2026-06-16,28725,75,0.05
500861,NFO,NIFTY2661628725PE,NIFTY,PE,NFO-OPT,2026-06-16,28725,75,0.05
500862,NFO,NIFTY2661628750CE,NIFTY,CE,NFO-OPT,2026-06-16,28750,75,0.05
500863,NFO,NIFTY2661628750PE,NIFTY,PE,NFO-OPT,2026-06-16,28750,75,0.05
500864,NFO,NIFTY2661628775CE,NIFTY,CE,NFO-OPT,2026-06-16,28775,75,0.05
500865,NFO,NIFTY2661628775PE,NIFTY,PE,NFO-OPT,2026-06-16,28775,75,0.05
500866,NFO,NIFTY2661628800CE,NIFTY,CE,NFO-OPT,2026-06-16,28800,75,0.05
500867,NFO,NIFTY2661628800PE,NIFTY,PE,NFO-OPT,2026-06-16,28800,75,0.05
500868,NFO,NIFTY2661628825CE,NIFTY,CE,NFO-OPT,2026-06-16,28825,75,0.05
500869,NFO,NIFTY2661628825PE,NIFTY,PE,NFO-OPT,2026-06-16,28825,75,0.05
500870,NFO,NIFTY2661628850CE,NIFTY,CE,NFO-OPT,2026-06-16,28850,75,0.05
500871,NFO,NIFTY2661628850PE,NIFTY,PE,NFO-OPT,2026-06-16,28850,75,0.05
500872,NFO,NIFTY2661628875CE,NIFTY,CE,NFO-OPT,2026-06-16,28875,75,0.05
500873,NFO,NIFTY2661628875PE,NIFTY,PE,NFO-OPT,2026-06-16,28875,75,0.05
500874,NFO,NIFTY2661628900CE,NIFTY,CE,NFO-OPT,2026-06-16,28900,75,0.05
500875,NFO,NIFTY2661628900PE,NIFTY,PE,NFO-OPT,2026-06-16,28900,75,0.05
500876,NFO,NIFTY2661628925CE,NIFTY,CE,NFO-OPT,2026-06-16,28925,75,0.05
500877,NFO,NIFTY2661628925PE,NIFTY,PE,NFO-OPT,2026-06-16,28925,75,0.05
500878,NFO,NIFTY2661628950CE,NIFTY,CE,NFO-OPT,2026-06-16,28950,75,0.05
500879,NFO,NIFTY2661628950PE,NIFTY,PE,NFO-OPT,2026-06-16,28950,75,0.05
500880,NFO,NIFTY2661628975CE,NIFTY,CE,NFO-OPT,2026-06-16,28975,75,0.05
500881,NFO,NIFTY2661628975PE,NIFTY,PE,NFO-OPT,2026-06-16,28975,75,0.05
500882,NFO,NIFTY2661629000CE,NIFTY,CE,NFO-OPT,2026-06-16,29000,75,0.05
500883,NFO,NIFTY2661629000PE,NIFTY,PE,NFO-OPT,2026-06-16,29000,75,0.05
500884,NFO,NIFTY2661629025CE,NIFTY,CE,NFO-OPT,2026-06-16,29025,75,0.05
500885,NFO,NIFTY2661629025PE,NIFTY,PE,NFO-OPT,2026-06-16,29025,75,0.05
500886,NFO,NIFTY2661629050CE,NIFTY,CE,NFO-OPT,2026-06-16,29050,75,0.05
500887,NFO,NIFTY2661629050PE,NIFTY,PE,NFO-OPT,2026-06-16,29050,75,0.05
500888,NFO,NIFTY2661629075CE,NIFTY,CE,NFO-OPT,2026-06-16,29075,75,0.05
500889,NFO,NIFTY2661629075PE,NIFTY,PE,NFO-OPT,2026-06-16,29075,75,0.05
500890,NFO,NIFTY2661629100CE,NIFTY,CE,NFO-OPT,2026-06-16,29100,75,0.05
500891,NFO,NIFTY2661629100PE,NIFTY,PE,NFO-OPT,2026-06-16,29100,75,0.05
500892,NFO,NIFTY2661629125CE,NIFTY,CE,NFO-OPT,2026-06-16,29125,75,0.05
500893,NFO,NIFTY2661629125PE,NIFTY,PE,NFO-OPT,2026-06-16,29125,75,0.05
500894,NFO,NIFTY2661629150CE,NIFTY,CE,NFO-OPT,2026-06-16,29150,75,0.05
500895,NFO,NIFTY2661629150PE,NIFTY,PE,NFO-OPT,2026-06-16,29150,75,0.05
500896,NFO,NIFTY2661629175CE,NIFTY,CE,NFO-OPT,2026-06-16,29175,75,0.05
500897,NFO,NIFTY2661629175PE,NIFTY,PE,NFO-OPT,2026-06-16,29175,75,0.05
500898,NFO,NIFTY2661629200CE,NIFTY,CE,NFO-OPT,2026-06-16,29200,75,0.05
500899,NFO,NIFTY2661629200PE,NIFTY,PE,NFO-OPT,2026-06-16,29200,75,0.05
500900,NFO,NIFTY2661629225CE,NIFTY,CE,NFO-OPT,2026-06-16,29225,75,0.05
500901,NFO,NIFTY2661629225PE,NIFTY,PE,NFO-OPT,2026-06-16,29225,75,0.05
500902,NFO,NIFTY2661629250CE,NIFTY,CE,NFO-OPT,2026-06-16,29250,75,0.05
500903,NFO,NIFTY2661629250PE,NIFTY,PE,NFO-OPT,2026-06-16,29250,75,0.05
500904,NFO,NIFTY2661629275CE,NIFTY,CE,NFO-OPT,2026-06-16,29275,75,0.05
500905,NFO,NIFTY2661629275PE,NIFTY,PE,NFO-OPT,2026-06-16,29275,75,0.05
500906,NFO,NIFTY2661629300CE,NIFTY,CE,NFO-OPT,2026-06-16,29300,75,0.05
500907,NFO,NIFTY2661629300PE,NIFTY,PE,NFO-OPT,2026-06-16,29300,75,0.05
500908,NFO,NIFTY2661629325CE,NIFTY,CE,NFO-OPT,2026-06-16,29325,75,0.05
500909,NFO,NIFTY2661629325PE,NIFTY,PE,NFO-OPT,2026-06-16,29325,75,0.05
500910,NFO,NIFTY2661629350CE,NIFTY,CE,NFO-OPT,2026-06-16,29350,75,0.05
500911,NFO,NIFTY2661629350PE,NIFTY,PE,NFO-OPT,2026-06-16,29350,75,0.05
500912,NFO,NIFTY2661629375CE,NIFTY,CE,NFO-OPT,2026-06-16,29375,75,0.05
500913,NFO,NIFTY2661629375PE,NIFTY,PE,NFO-OPT,2026-06-16,29375,75,0.05
500914,NFO,NIFTY2661629400CE,NIFTY,CE,NFO-OPT,2026-06-16,29400,75,0.05
500915,NFO,NIFTY2661629400PE,NIFTY,PE,NFO-OPT,2026-06-16,29400,75,0.05
500916,NFO,NIFTY2661629425CE,NIFTY,CE,NFO-OPT,2026-06-16,29425,75,0.05
500917,NFO,NIFTY2661629425PE,NIFTY,PE,NFO-OPT,2026-06-16,29425,75,0.05
500918,NFO,NIFTY2661629450CE,NIFTY,CE,NFO-OPT,2026-06-16,29450,75,0.05
500919,NFO,NIFTY2661629450PE,NIFTY,PE,NFO-OPT,2026-06-16,29450,75,0.05
500920,NFO,NIFTY2661629475CE,NIFTY,CE,NFO-OPT,2026-06-16,29475,75,0.05
500921,NFO,NIFTY2661629475PE,NIFTY,PE,NFO-OPT,2026-06-16,29475,75,0.05
500922,NFO,NIFTY2661629500CE,NIFTY,CE,NFO-OPT,2026-06-16,29500,75,0.05
500923,NFO,NIFTY2661629500PE,NIFTY,PE,NFO-OPT,2026-06-16,29500,75,0.05
500924,NFO,NIFTY2661629525CE,NIFTY,CE,NFO-OPT,2026-06-16,29525,75,0.05
500925,NFO,NIFTY2661629525PE,NIFTY,PE,NFO-OPT,2026-06-16,29525,75,0.05
500926,NFO,NIFTY2661629550CE,NIFTY,CE,NFO-OPT,2026-06-16,29550,75,0.05
500927,NFO,NIFTY2661629550PE,NIFTY,PE,NFO-OPT,2026-06-16,29550,75,0.05
500928,NFO,NIFTY2661629575CE,NIFTY,CE,NFO-OPT,2026-06-16,29575,75,0.05
500929,NFO,NIFTY2661629575PE,NIFTY,PE,NFO-OPT,2026-06-16,29575,75,0.05
500930,NFO,NIFTY2661629600CE,NIFTY,CE,NFO-OPT,2026-06-16,29600,75,0.05
500931,NFO,NIFTY2661629600PE,NIFTY,PE,NFO-OPT,2026-06-16,29600,75,0.05
500932,NFO,NIFTY2661629625CE,NIFTY,CE,NFO-OPT,2026-06-16,29625,75,0.05
500933,NFO,NIFTY2661629625PE,NIFTY,PE,NFO-OPT,2026-06-16,29625,75,0.05
500934,NFO,NIFTY2661629650CE,NIFTY,CE,NFO-OPT,2026-06-16,29650,75,0.05
500935,NFO,NIFTY2661629650PE,NIFTY,PE,NFO-OPT,2026-06-16,29650,75,0.05
500936,NFO,NIFTY2661629675CE,NIFTY,CE,NFO-OPT,2026-06-16,29675,75,0.05
500937,NFO,NIFTY2661629675PE,NIFTY,PE,NFO-OPT,2026-06-16,29675,75,0.05
500938,NFO,NIFTY2661629700CE,NIFTY,CE,NFO-OPT,2026-06-16,29700,75,0.05
500939,NFO,NIFTY2661629700PE,NIFTY,PE,NFO-OPT,2026-06-16,29700,75,0.05
500940,NFO,NIFTY2661629725CE,NIFTY,CE,NFO-OPT,2026-06-16,29725,75,0.05
500941,NFO,NIFTY2661629725PE,NIFTY,PE,NFO-OPT,2026-06-16,29725,75,0.05
500942,NFO,NIFTY2661629750CE,NIFTY,CE,NFO-OPT,2026-06-16,29750,75,0.05
500943,NFO,NIFTY2661629750PE,NIFTY,PE,NFO-OPT,2026-06-16,29750,75,0.05
500944,NFO,NIFTY2661629775CE,NIFTY,CE,NFO-OPT,2026-06-16,29775,75,0.05
500945,NFO,NIFTY2661629775PE,NIFTY,PE,NFO-OPT,2026-06-16,29775,75,0.05
500946,NFO,NIFTY2661629800CE,NIFTY,CE,NFO-OPT,2026-06-16,29800,75,0.05
500947,NFO,NIFTY2661629800PE,NIFTY,PE,NFO-OPT,2026-06-16,29800,75,0.05
500948,NFO,NIFTY2661629825CE,NIFTY,CE,NFO-OPT,2026-06-16,29825,75,0.05
500949,NFO,NIFTY2661629825PE,NIFTY,PE,NFO-OPT,2026-06-16,29825,75,0.05
500950,NFO,NIFTY2661629850CE,NIFTY,CE,NFO-OPT,2026-06-16,29850,75,0.05
500951,NFO,NIFTY2661629850PE,NIFTY,PE,NFO-OPT,2026-06-16,29850,75,0.05
500952,NFO,NIFTY2661629875CE,NIFTY,CE,NFO-OPT,2026-06-16,29875,75,0.05
500953,NFO,NIFTY2661629875PE,NIFTY,PE,NFO-OPT,2026-06-16,29875,75,0.05
500954,NFO,NIFTY2661629900CE,NIFTY,CE,NFO-OPT,2026-06-16,29900,75,0.05
500955,NFO,NIFTY2661629900PE,NIFTY,PE,NFO-OPT,2026-06-16,29900,75,0.05
500956,NFO,NIFTY2661629925CE,NIFTY,CE,NFO-OPT,2026-06-16,29925,75,0.05
500957,NFO,NIFTY2661629925PE,NIFTY,PE,NFO-OPT,2026-06-16,29925,75,0.05
500958,NFO,NIFTY2661629950CE,NIFTY,CE,NFO-OPT,2026-06-16,29950,75,0.05
500959,NFO,NIFTY2661629950PE,NIFTY,PE,NFO-OPT,2026-06-16,29950,75,0.05
500960,NFO,NIFTY2661629975CE,NIFTY,CE,NFO-OPT,2026-06-16,29975,75,0.05
500961,NFO,NIFTY2661629975PE,NIFTY,PE,NFO-OPT,2026-06-16,29975,75,0.05
500962,NFO,NIFTY2661630000CE,NIFTY,CE,NFO-OPT,2026-06-16,30000,75,0.05
500963,NFO,NIFTY2661630000PE,NIFTY,PE,NFO-OPT,2026-06-16,30000,75,0.05
